Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
Red Lobster,Beverages,"Peach Margarita, Frozen","Peach Margarita, Frozen, Signature Drinks",330,62,0,0,0,0,0,0
Red Lobster,Beverages,"Raspberry Margarita, Frozen","Raspberry Margarita, Frozen, Signature Drinks, Lunch & Dinner",320,61,0,0,0,0,0,0
Applebee's,Beverages,"Applebee's Limeades, 20 oz","Applebee's Limeades, 20 oz",230,59,0,0,0,0,15,0
Red Lobster,Beverages,Strawberry Lemonade,"Strawberry Lemonade, Nonalcoholic Drinks",240,59,0,0,0,0,0,0
Olive Garden,Beverages,Pineapple Juice,Pineapple Juice,240,56,0,0,0,0,20,0
TGI Friday's,Beverages,Berry Strawberry Smoothie,"Berry Strawberry Smoothie, Non-Alcoholic Beverages",220,56,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Banana Berry Smoothie,"Banana Berry Smoothie, Kids & Adults Menu",230,56,0,0,0,0,0,0
Olive Garden,Beverages,Wild Berry Frozen Margarita,Wild Berry Frozen Margarita,290,55,0,0,0,0,20,0
LongHorn Steakhouse,Beverages,Sunset Mango Margarita,Sunset Mango Margarita,270,53,0,0,0,0,10,0
Jimmy John's,Beverages,"Raspberry Iced Tea, Small","Raspberry Iced Tea, Small, 567 g",195,52.5,0,0,0,0,22.5,0
Romano's Macaroni Grill,Beverages,Margarita Prima,"Margarita Prima, Alcoholic Beverages",440,52,0,0,0,0,960,0
Olive Garden,Beverages,Frozen Cappuccino,Frozen Cappuccino,320,52,10,0,0,0,60,0
TGI Friday's,Beverages,Red Bull Ruby Slush,"Red Bull Ruby Slush, Signature Slushes",200,51,0,0,0,0,210,0
Olive Garden,Beverages,Peach Daiquiri,Peach Daiquiri,270,51,0,0,0,0,10,0
Red Lobster,Beverages,Minute Maid Raspberry Lemonade,"Minute Maid Raspberry Lemonade, Nonalcoholic Drinks",300,50,0,0,0,0,35,0
Olive Garden,Beverages,Strawberry-Mango Limonata,Strawberry-Mango Limonata,200,50,0,0,0,0,30,0
Olive Garden,Beverages,Wild Berry Daiquiri,Wild Berry Daiquiri,270,50,0,0,0,0,5,0
Olive Garden,Beverages,Bella Limonata,Bella Limonata,190,48,0,0,0,0,35,0
Olive Garden,Beverages,Strawberry Daiquiri,Strawberry Daiquiri,250,47,0,0,0,0,15,0
Red Lobster,Beverages,Malibu Bay Breeze,"Malibu Bay Breeze, Classic Cocktails",240,47,0,0,0,0,10,0
Romano's Macaroni Grill,Beverages,Minute Maid Lemonade,Minute Maid Lemonade,150,46,0,0,0,0,50,0
Red Lobster,Beverages,Strawberry Daiquiri,"Strawberry Daiquiri, Frozen Specialties, Tabletop Book Menu",250,46,0,0,0,0,10,0
Olive Garden,Beverages,Strawberry Bellini,Strawberry Bellini,220,46,0,0,0,0,0,0
Red Lobster,Beverages,Dr Pepper,Dr Pepper,250,45,0,0,0,0,60,0
Red Lobster,Beverages,Coke,Coke,180,45,0,0,0,0,60,0
Red Lobster,Beverages,Strawberry Mojito,"Strawberry Mojito, Specialty Drink, Menu Specials",280,44,0,0,0,0,0,0
Red Lobster,Beverages,Sprite,Sprite,160,43,0,0,0,0,80,0
LongHorn Steakhouse,Beverages,IBC Rootbeer,"IBC Rootbeer, Nonalcoholic Drinks",160,43,0,0,0,0,55,0
Olive Garden,Beverages,Caramel Hazelnut Macchiato,Caramel Hazelnut Macchiato,220,43,4.5,0,0,0,40,0
Olive Garden,Beverages,Mango Daiquiri,Mango Daiquiri,240,43,0,0,0,0,10,0
Olive Garden,Beverages,Strawberry-Limoncello Martini,Strawberry-Limoncello Martini,300,42,0,0,0,0,15,0
Red Lobster,Beverages,Classic Lemonade,"Classic Lemonade, Non-Alcoholic Drinks",170,42,0,0,0,0,0,0
Olive Garden,Beverages,Cranberry Juice,Cranberry Juice,160,42,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,The Perfect Margarita,The Perfect Margarita,260,41,0,0,0,0,990,0
TGI Friday's,Beverages,Minute Maid Lemonade,"Minute Maid Lemonade, Non-Alcoholic Beverages",150,41,0,0,0,0,65,0
TGI Friday's,Beverages,Dr Pepper,"Dr Pepper, Non-Alcoholic Beverages",150,41,0,0,0,0,55,0
Romano's Macaroni Grill,Beverages,Dr Pepper,Dr Pepper,150,41,0,0,0,0,53,0
TGI Friday's,Beverages,Mango Peach Lemonade Slush,"Mango Peach Lemonade Slush, Signature Slushes",150,41,0,0,0,0,40,0
TGI Friday's,Beverages,Coca-Cola,"Coca-Cola, Non-Alcoholic Beverages",150,41,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Blackberry Firefly Tea,"Blackberry Firefly Tea, Specialty Drinks",230,41,0,0,0,0,0,0
Jimmy John's,Beverages,"Coke, Can","Coke, Can, 340.2 g",148.5,40.5,0,0,0,0,9,0
Applebee's,Beverages,"Flavored Lemonades & Iced Tea, 20 oz","Flavored Lemonades & Iced Tea, 20 oz",150,40,0,0,0,0,110,0
Olive Garden,Beverages,Peach Sangria Glass,Peach Sangria Glass,250,40,0,0,0,0,50,0
TGI Friday's,Beverages,Sprite,"Sprite, Non-Alcoholic Beverages",160,40,0,0,0,0,35,0
LongHorn Steakhouse,Beverages,Strawberry Limeade,"Strawberry Limeade, Nonalcoholic Drinks",160,40,0,0,0,0,10,0
Romano's Macaroni Grill,Beverages,Sprite,Sprite,150,39,0,0,0,0,68,0
Romano's Macaroni Grill,Beverages,Coca-Cola,Coca-Cola,140,39,0,0,0,0,50,0
Jimmy John's,Beverages,"Sprite, Can","Sprite, Can, 340.2 g",145.5,39,0,0,0,0,33,0
TGI Friday's,Beverages,"Slush Blue Raspberry, Kids","Blue Raspberry Slush, Kids",160,39,0,0,0,0,20,0
Red Lobster,Beverages,"Strawberry Margarita, On the Rocks","Strawberry Margarita, On the Rocks, Signature Drinks",230,39,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Raspberry Margarita,Raspberry Margarita,220,39,0,0,0,0,10,0
Olive Garden,Beverages,Roscato Berry Cocktail,Roscato Berry Cocktail,200,39,0,0,0,0,10,0
Red Lobster,Beverages,"Raspberry Margarita, On the Rocks","Raspberry Margarita, On the Rocks, Signature Drinks",250,39,0,0,0,0,5,0
LongHorn Steakhouse,Beverages,Raspberry Frozen Margarita,Raspberry Frozen Margarita,250,39,0,0,0,0,0,0
Red Lobster,Beverages,"Peach Margarita, On the Rocks","Peach Margarita, On the Rocks, Tabletop Book Menu",240,39,0,0,0,0,0,0
Olive Garden,Beverages,Venetian Sunset,Venetian Sunset,190,38,0,0,0,0,10,0
TGI Friday's,Beverages,Friday's House Made Fresh Lemonade,"Friday's House Made Fresh Lemonade, Non-Alcoholic Beverages",140,38,0,0,0,0,5,0
Red Lobster,Beverages,"Lemonade, Kids","Lemonade, Kids Cove Menu",150,38,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Jack & Honey Blackberry Lemonade,"Jack & Honey Blackberry Lemonade, Specialty Drinks",210,37,0,0,0,0,5,0
Red Lobster,Beverages,Grand Patron Margarita,"Grand Patron Margarita, Signature Drinks",270,36,0,0,0,0,490,0
Olive Garden,Beverages,Apple Juice,Apple Juice,150,36,0,0,0,0,10,0
LongHorn Steakhouse,Beverages,Watermelon Margarita,Watermelon Margarita,240,36,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Strawberry Daiquiri,Strawberry Daiquiri,200,36,0,0,0,0,0,0
Olive Garden,Beverages,Berry Sangria Glass,Berry Sangria Glass,230,35,0,0,0,0,15,0
Romano's Macaroni Grill,Beverages,Sorrento Lemonade,"Sorrento Lemonade, Alcoholic Beverages",390,35,0,0,0,0,0,0
LongHorn Steakhouse,Toppings & Ingredients,Longhorn Steak Sauce,"Longhorn Steak Sauce, Great Steak Additions",160,34,3.5,0,0,0,1400,0
Chili's,Toppings & Ingredients,Honey Chipotle Sauce,Honey Chipotle Sauce,140,34,0,0,0,0,530,0
LongHorn Steakhouse,Beverages,Strawberry Frozen Margarita,Strawberry Frozen Margarita,220,34,0,0,0,0,15,0
Red Lobster,Beverages,Classic Mai Tai,"Classic Mai Tai, Classic Cocktails, Tabletop Book Menu",190,34,0,0,0,0,5,0
Red Lobster,Beverages,Mango Mai Tai,"Mango Mai Tai, Signature Drinks, Lunch & Dinner",190,34,0,0,0,0,5,0
Olive Garden,Beverages,Moscato Aperol Cocktail,Moscato Aperol Cocktail,180,33,0,0,0,0,10,0
Olive Garden,Beverages,Peach Bellini,Peach Bellini,170,33,0,0,0,0,0,0
Olive Garden,Beverages,Orange Juice,Orange Juice,140,33,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Wine by the Bottle,"Wine by the Bottle; Choice of: Blush, White or Red",580,32,0,0,0,0,80,0
Olive Garden,Beverages,Italian Margarita,Italian Margarita,240,32,0,0,0,0,10,0
Romano's Macaroni Grill,Beverages,Blood Orange Italian Soda,Blood Orange Italian Soda,130,31,0,0,0,0,40,0
Romano's Macaroni Grill,Beverages,Pomegranate Italian Soda,Pomegranate Italian Soda,130,31,0,0,0,0,40,0
Romano's Macaroni Grill,Beverages,White Peach Italian Soda,White Peach Italian Soda,130,31,0,0,0,0,40,0
Olive Garden,Beverages,Wild Berry Bellini,Wild Berry Bellini,160,31,0,0,0,0,10,0
Olive Garden,Beverages,Strawberry Fresco Cocktail,Strawberry Fresco Cocktail,230,31,0,0,0,0,5,0
Olive Garden,Beverages,Mango Martini,Mango Martini,180,31,0,0,0,0,0,0
PF Chang's,Toppings & Ingredients,Chili Honey Sauce,Chili Honey Sauce,130,30,0,0,0,0,290,0
TGI Friday's,Beverages,"Minute Maid Lemonade, Kids","Minute Maid Lemonade, Kids",110,30,0,0,0,0,45,0
TGI Friday's,Beverages,"Dr Pepper, Kids","Dr Pepper, Kids",110,30,0,0,0,0,40,0
Red Lobster,Beverages,Juice,"Juice, Kids Cove Menu",140,30,0,0,0,0,25,0
LongHorn Steakhouse,Beverages,Juices,"Juices, Nonalcoholic Drinks; Choice of: Orange, Apple or Cranberry",135,30,0,0,0,0,25,0
TGI Friday's,Beverages,"Sprite, Kids","Sprite, Kids",120,30,0,0,0,0,25,0
Red Lobster,Beverages,"Sam Adams, 20 oz","Sam Adams, 20 oz, Draft Beer",260,30,0,0,0,0,20,0
TGI Friday's,Beverages,"Coca-Cola, Kids","Coca-Cola, Kids",110,30,0,0,0,0,10,0
Dominos,Beverages,"Minute Maid Orangeade, 2 Liter","Minute Maid Orangeade, 2 Liter",110,29,0,0,0,0,75,0
Applebee's,Beverages,"Mountain Dew, 20 oz","Mountain Dew, 20 oz",110,29,0,0,0,0,35,0
Olive Garden,Beverages,Raspberry Lemonade,Raspberry Lemonade,110,29,0,0,0,0,15,0
Olive Garden,Beverages,Italian Sodas,Italian Sodas,120,29,0,0,0,0,5,0
Olive Garden,Beverages,"Cranberry Juice, Kids","Cranberry Juice, Kids",110,29,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Texas Margarita,Texas Margarita,200,28,0,0,0,0,990,0
Applebee's,Beverages,"Pepsi, 20 oz","Pepsi, 20 oz",100,28,0,0,0,0,25,0
Applebee's,Beverages,"Wild Cherry Pepsi, 20 oz","Wild Cherry Pepsi, 20 oz",100,28,0,0,0,0,20,0
Red Lobster,Beverages,Peach Boston Iced Tea,"Peach Boston Iced Tea, Nonalcoholic Drinks",110,28,0,0,0,0,0,0
Olive Garden,Beverages,"Raspberry Lemonade, Kids","Raspberry Lemonade, Kids",100,28,0,0,0,0,0,0
Applebee's,Beverages,"Tropicana Lemonade, 20 oz","Tropicana Lemonade, 20 oz",100,27,0,0,0,0,105,0
LongHorn Steakhouse,Beverages,Pibb Xtra,"Pibb Xtra, Nonalcoholic Drinks",150,27,0,0,0,0,35,0
LongHorn Steakhouse,Beverages,Coke,"Coke, Nonalcoholic Drinks",105,27,0,0,0,0,35,0
Applebee's,Beverages,"Dr Pepper, 20 oz","Dr Pepper, 20 oz",100,27,0,0,0,0,35,0
Olive Garden,Beverages,Dr Pepper,Dr Pepper,100,27,0,0,0,0,35,0
LongHorn Steakhouse,Beverages,Strawberry Goldrush,"Strawberry Goldrush, Specialty Drinks",190,27,0,0,0,0,20,0
Applebee's,Beverages,"Sierra Mist, 20 oz","Sierra Mist, 20 oz",100,27,0,0,0,0,20,0
Applebee's,Beverages,"Orange-Tangerine Juice, Kids","Orange-Tangerine Juice, Kids, 6.75 oz",110,27,0,0,0,0,15,0
PF Chang's,Beverages,Sprite,Sprite,110,27,0,0,0,0,5,0
Olive Garden,Beverages,Coca-Cola,Coca-Cola,100,27,0,0,0,0,5,0
PF Chang's,Beverages,Coke,Coke,100,27,0,0,0,0,5,0
PF Chang's,Toppings & Ingredients,Spicy Plum Sauce,"Spicy Plum Sauce, 2 oz",100,26,0,0,0,0,770,0
Red Lobster,Beverages,Perfect Patron Margarita,"Perfect Patron Margarita, Signature Drinks",220,26,0,0,0,0,410,0
LongHorn Steakhouse,Beverages,Sprite,"Sprite, Nonalcoholic Drinks",98,26,0,0,0,0,47,0
Dominos,Beverages,"Sprite, 2 Liter","Sprite, 2 Liter",100,26,0,0,0,0,45,0
LongHorn Steakhouse,Beverages,Minute Maid Lemonade,"Minute Maid Lemonade, Nonalcoholic Drinks",100,26,0,0,0,0,40,0
Olive Garden,Beverages,Sprite,Sprite,100,26,0,0,0,0,20,0
LongHorn Steakhouse,Beverages,Blackberry Mojito,"Blackberry Mojito, Specialty Drinks",210,26,0,0,0,0,15,0
Applebee's,Beverages,"Mug Root Beer, 20 oz","Mug Root Beer, 20 oz",100,26,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Flavored Iced Tea,"Flavored Iced Tea, Nonalcoholic Drinks; Choice of: Blackberry or Raspberry",100,26,0,0,0,0,10,0
Red Lobster,Beverages,Raspberry Boston Iced Tea,"Raspberry Boston Iced Tea, Nonalcoholic Drinks",100,26,0,0,0,0,0,0
Red Lobster,Beverages,"Top-Shelf Margarita, On the Rocks","Top-Shelf Margarita, On the Rocks, Signature Drinks, Lunch & Dinner",300,25,0,0,0,0,810,0
Red Lobster,Beverages,"Fat Tire, 20 oz","Fat Tire, 20 oz, Draft Beer",260,25,0,0,0,0,25,0
Applebee's,Beverages,"Apple Juice, Kids","Apple Juice, Kids, 6.75 oz",100,25,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Mojito,"Mojito, Specialty Drinks",200,25,0,0,0,0,10,0
Olive Garden,Beverages,"Apple Juice, Kids","Apple Juice, Kids",100,25,0,0,0,0,10,0
Red Lobster,Beverages,Mojito,"Mojito, Signature Drinks, Tabletop Book Menu",190,25,0,0,0,0,0,0
Applebee's,Beverages,"Grape Juice, Kids","Grape Juice, Kids, 6.75 oz",100,24,0,0,0,0,0,0
Red Lobster,Beverages,"Classic Margarita, On the Rocks","Classic Margarita, On the Rocks, Signature Drinks or Margaritas, Lunch & Dinner",250,22,0,0,0,0,770,0
Red Lobster,Beverages,"Classic Margarita, On the Rocks, Non-Alcoholic","Classic Margarita, On the Rocks, Non-Alcoholic",150,22,0,0,0,0,750,0
Red Lobster,Beverages,"Skinny Margarita, Frozen","Skinny Margarita, Frozen, Signature Drinks",180,22,0,0,0,0,10,0
LongHorn Steakhouse,Beverages,Raspberry Lynchberg Lemonade,"Raspberry Lynchberg Lemonade, Specialty Drinks",160,22,0,0,0,0,10,0
Red Lobster,Beverages,Long Beach Iced Tea,"Long Beach Iced Tea, Classic Cocktails, Tabletop Book Menu",190,22,0,0,0,0,0,0
Applebee's,Beverages,"Lipton Brisk Raspberry Iced Tea, 20 oz","Lipton Brisk Raspberry Iced Tea, 20 oz",80,21,0,0,0,0,25,0
Red Lobster,Beverages,"Bud Light, 20 oz","Bud Light, 20 oz, Draft Beer",180,21,0,0,0,0,20,0
Red Lobster,Beverages,"Sam Adams, 14 oz","Sam Adams, 14 oz, Draft Beer",180,21,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Longhorn Limeade,"Longhorn Limeade, Nonalcoholic Drinks",90,21,0,0,0,0,10,0
Red Lobster,Beverages,Top-Shelf Long Island Iced Tea,"Top-Shelf Long Island Iced Tea, Signature Drinks, Classic Cocktails",190,21,0,0,0,0,0,0
Red Lobster,Beverages,"Shiner Bock, 20 oz","Shiner Bock, 20 oz",240,20,0,0,0,0,20,0
Red Lobster,Beverages,"Yuengling, 20 oz","Yuengling, 20 oz, Draft Beer",240,20,0,0,0,0,20,0
TGI Friday's,Beverages,"Slush Mango Peach Lemonade, Kids","Mango Peach Lemonade Slush, Kids",70,20,0,0,0,0,20,0
Red Lobster,Beverages,"Skinny Margarita, On the Rocks","Skinny Margarita, On the Rocks, Signature Drinks",190,19,0,0,0,0,390,0
Applebee's,Beverages,"Soda, Kids","Soda, Kids, 12 oz",70,19,0,0,0,0,65,0
Olive Garden,Beverages,"Regular Beer, Draft, 20 oz","Regular Beer, Draft, 20 oz",250,19,0,0,0,0,25,0
Applebee's,Beverages,"Tropicana, Fruit Punch, Kids","Tropicana Fruit Punch, Kids, 12 oz",70,19,0,0,0,0,15,0
Red Lobster,Beverages,Classic Cranberry Boston Iced Tea,"Classic Cranberry Boston Iced Tea, Nonalcoholic Drinks",80,19,0,0,0,0,0,0
Romano's Macaroni Grill,Beverages,"Tea, Flavored","Tea, Flavored",80,19,0,0,0,0,0,0
Red Lobster,Beverages,"Fat Tire, 14 oz","Fat Tire, 14 oz, Draft Beer",180,18,0,0,0,0,20,0
Red Lobster,Beverages,Caramel Appletini,"Caramel Appletini, Martinis, Tabletop Book Menu",160,18,0,0,0,0,10,0
Olive Garden,Beverages,Cappuccino w/ Whipped Cream,Cappuccino w/ Whipped Cream,160,17,8,0,0,0,70,0
Olive Garden,Beverages,Skinny Strawberry Lemon Martini,Skinny Strawberry Lemon Martini,150,17,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Skinny Strawberry Margarita,Skinny Strawberry Margarita,140,17,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Fountain Drink,"Fountain Drink, Side, Kids & Adults Menu",63,16,0,0,0,0,21,0
LongHorn Steakhouse,Beverages,Regular Draft Beer,"Regular Draft Beer, 16 oz",200,16,0,0,0,0,20,0
Ruby Tuesday,Beverages,"Freshly Made Lemonade, Strawberry","Freshly Made Lemonade, Strawberry, Brunch Menu, Zero Proof Beverages",206,16,0,0,0,0,3,0
Olive Garden,Beverages,Bellini Peach-Raspberry Iced Tea,Bellini Peach-Raspberry Iced Tea,70,16,0,0,0,0,0,0
Olive Garden,Beverages,Antipasto Bloody Mary,Antipasto Bloody Mary,130,15,0,0,0,0,950,0
TGI Friday's,Toppings & Ingredients,Low Fat Balsamic Vinaigrette,Low Fat Balsamic Vinaigrette,80,15,3,0,0,0,290,0
Ruby Tuesday,Toppings & Ingredients,BBQ Sauce,"BBQ Sauce, Dressings & Sauces",60,15,0,0,0,0,270,0
PF Chang's,Toppings & Ingredients,Sweet & Sour Sauce,Sweet & Sour Sauce,60,15,0,0,0,0,135,0
Olive Garden,Beverages,Caffe Latte,Caffe Latte,150,15,7,0,0,0,75,0
Red Lobster,Beverages,"Bud Light, 14 oz","Bud Light, 14 oz, Draft Beer",120,15,0,0,0,0,15,0
Red Lobster,Beverages,Cosmopolitan,"Cosmopolitan, Martinis, Tabletop Book Menu",220,15,0,0,0,0,0,0
LongHorn Steakhouse,Beverages,Skinny Triple Citrus Margarita,"Skinny Triple Citrus Margarita, Menu Specials",130,15,0,0,0,0,0,0
Red Lobster,Beverages,Kahlua,"Kahlua, After Dinner Drinks, Tabletop Book Menu",90,15,0,0,0,0,0,0
LongHorn Steakhouse,Toppings & Ingredients,Raspberry Vinaigrette,"Raspberry Vinaigrette, Entree Additions",60,14,0,0,0,0,220,0
Olive Garden,Beverages,Skinny Margarita,Skinny Margarita,180,14,0,0,0,0,25,0
Red Lobster,Beverages,"Shiner Bock, 14 oz","Shiner Bock, 14 oz, Draft Beer",170,14,0,0,0,0,15,0
Red Lobster,Beverages,"Yuengling, 14 oz","Yuengling, 14 oz, Draft Beer",170,14,0,0,0,0,15,0
Romano's Macaroni Grill,Beverages,Blood Orange Cosmo,"Blood Orange Cosmo, Alcoholic Beverages",200,14,0,0,0,0,0,0
Olive Garden,Beverages,"Regular Beer, Draft, 14 oz","Regular Beer, Draft, 14 oz",170,13,0,0,0,0,15,0
LongHorn Steakhouse,Beverages,Super Fruit Cosmo,"Super Fruit Cosmo, Specialty Drinks",130,13,0,0,0,0,15,0
Olive Garden,Beverages,Non-Alcoholic Beer,"Non-Alcoholic Beer, Import, Specialty & Premium, Bottle",60,13,0,0,0,0,5,0
Red Lobster,Beverages,Cape Codder,"Cape Codder, Classic Cocktails, Tabletop Book Menu",130,13,0,0,0,0,0,0
Red Lobster,Appetizers & Sides,Stuffed Mushrooms,"Stuffed Mushrooms, Seaside Starters, Lunch & Dinner; Choice in: Create Your Own Appetizer Combination",220,12,12,0,0,0,740,0
Red Lobster,Toppings & Ingredients,Honey Mustard Dipping Sauce,"Honey Mustard Dipping Sauce, Accompaniments, Condiments & Sauces",280,12,26,0,0,0,360,0
Chili's,Toppings & Ingredients,Honey Lime Dressing,Honey Lime Dressing,200,12,16,0,0,0,210,0
Olive Garden,Beverages,"Red, White, Blush Quartino","Red, White, Blush Wine, Quartino",230,12,0,0,0,0,30,0
LongHorn Steakhouse,Beverages,Regular Bottled Beer,Regular Bottled Beer,150,12,0,0,0,0,15,0
Olive Garden,Beverages,Regular Beer,"Regular Beer, Import, Specialty & Premium, Bottle",150,12,0,0,0,0,15,0
Ruby Tuesday,Beverages,"Freshly Made Lemonade, Pomegranate","Freshly Made Lemonade, Pomegranate, Brunch Menu, Zero Proof Beverages",195,12,0,0,0,0,1,0
Red Lobster,Beverages,Disaronno Amaretto,"Disaronno Amaretto, After Dinner Drinks, Tabletop Book Menu",80,12,0,0,0,0,0,0
Red Lobster,Beverages,Frangelico,"Frangelico, After Dinner Drinks, Tabletop Book Menu",70,12,0,0,0,0,0,0
Chili's,Toppings & Ingredients,"Honey Mustard Dressing, No Fat","Honey Mustard Dressing, No Fat",70,11,0,0,0,0,510,0
Red Lobster,Toppings & Ingredients,Ketchup,"Ketchup, Accompaniments, Condiments & Sauces",50,11,0,0,0,0,460,0
Red Lobster,Toppings & Ingredients,Blueberry-Balsamic Vinaigrette,"Blueberry-Balsamic Vinaigrette, Accompaniments, Condiments & Sauces",80,11,4,0,0,0,170,0
Ruby Tuesday,Beverages,Apple Cider Fizz,"Apple Cider Fizz, Zero Proof Beverages",194,11,1,0,0,0,25,0
Olive Garden,Beverages,"Light Beer, Draft, 20 oz","Light Beer, Draft, 20 oz",190,11,0,0,0,0,25,0
LongHorn Steakhouse,Beverages,Skinny Black Raspberry Sangria,"Skinny Black Raspberry Sangria, Specialty Drinks",90,11,0,0,0,0,25,0
LongHorn Steakhouse,Beverages,Green Apple Martini,"Green Apple Martini, Specialty Drinks",160,11,0,0,0,0,0,0
LongHorn Steakhouse,Toppings & Ingredients,BBQ Sauce,"BBQ Sauce, Entree Additions",45,10,0.5,0,0,0,540,0
Ruby Tuesday,Beverages,Honest Kids Super Fruit Punch,"Honest Kids Super Fruit Punch, Kids",40,10,0,0,0,0,5,0
LongHorn Steakhouse,Appetizers & Sides,"Fresh Fruit, Red Seedless Grapes","Fresh Fruit, Red Seedless Grapes, Side Items, Kids",40,10,0,0,0,0,0,0
Red Lobster,Toppings & Ingredients,French Dressing,"French Dressing, 1.5 oz",160,9,14,0,0,0,390,0
Olive Garden,Beverages,Cappuccino,Cappuccino,90,9,4.5,0,0,0,50,0
Ruby Tuesday,Beverages,Peach Splash,"Peach Splash, Brunch Menu, Zero Proof Beverages",152,9,0,0,0,0,38,0
Red Lobster,Toppings & Ingredients,Honey Mustard Dressing,"Honey Mustard Dressing, 1.5 oz",190,8,17,0,0,0,250,0
LongHorn Steakhouse,Beverages,Wine by the Glass,"Wine by the Glass; Choice of: Blush, Red or White",150,8,0,0,0,0,20,0
Olive Garden,Beverages,"Red, White, Blush Glass","Red, White, Blush Wine, Glass",150,8,0,0,0,0,20,0
LongHorn Steakhouse,Beverages,Light Draft Beer,"Light Draft Beer, 16 oz",140,8,0,0,0,0,20,0
Olive Garden,Beverages,"Light Beer, Draft, 14 oz","Light Beer, Draft, 14 oz",130,8,0,0,0,0,20,0
Olive Garden,Beverages,Sparkling Glass,"Sparkling Wine, Glass",130,8,0,0,0,0,20,0
Romano's Macaroni Grill,Beverages,"Wine, Quartino","Wine, Quartino, Alcoholic Beverages",210,8,0,0,0,0,10,0
Ruby Tuesday,Beverages,"Freshly Made Lemonade, Raspberry","Freshly Made Lemonade, Raspberry, Brunch Menu, Zero Proof Beverages",199,8,0,0,0,0,3,0
Ruby Tuesday,Beverages,"Freshly Made Lemonade, Mixed Berry","Freshly Made Lemonade, Mixed Berry, Brunch Menu, Zero Proof Beverages",203,8,0,0,0,0,1,0
PF Chang's,Toppings & Ingredients,Chili Bean Sauce,Chili Bean Sauce,45,7,0.5,0,0,0,460,0
Chili's,Toppings & Ingredients,Thousand Island Dressing,"Thousand Island Dressing, Sides",200,7,20,0,0,0,390,0
TGI Friday's,Toppings & Ingredients,Balsamic Vinaigrette,Balsamic Vinaigrette,300,7,31,0,0,0,380,0
LongHorn Steakhouse,Toppings & Ingredients,Honey Mustard Dressing,"Honey Mustard Dressing, Entree Additions",240,7,23,0,0,0,240,0
Ruby Tuesday,Toppings & Ingredients,Asian BBQ Sauce,"Asian BBQ Sauce, Dressings & Sauces",65,7,4,0,0,0,229,0
Red Lobster,Beverages,"Blush Wine, Glass","Blush Wine, Glass, Lunch & Dinner",120,7,0,0,0,0,20,0
Red Lobster,Beverages,"Red Wine, Glass","Red Wine, Glass, Lunch & Dinner",120,7,0,0,0,0,20,0
Red Lobster,Beverages,"White Wine, Glass","White Wine, Glass, Lunch & Dinner",120,7,0,0,0,0,20,0
Romano's Macaroni Grill,Beverages,Bellini Cipriani,"Bellini Cipriani, Alcoholic Beverages",120,7,0,0,0,0,0,0
Ruby Tuesday,Appetizers & Sides,"Grapes, Kids","Grapes, Side, Kids",27,7,0,0,0,0,0,0
LongHorn Steakhouse,Toppings & Ingredients,"Tangy Tonion Dipping Sauce, Entree Additions","Tangy Tonion Dipping Sauce, Entree Additions",220,6,22,0,0,0,370,0
Ruby Tuesday,Toppings & Ingredients,French Dressing,"French Dressing, Dressings & Sauces",120,6,11,0,0,0,260,0
Chili's,Toppings & Ingredients,Citrus Balsamic Vinaigrette,Citrus Balsamic Vinaigrette,250,6,25,0,0,0,240,0
Red Lobster,Toppings & Ingredients,Thousand Island Dressing,"Thousand Island Dressing, 1.5 oz",200,6,20,0,0,0,180,0
