Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
McDonald's,Beverages,"Iced Caramel Mocha, w/ Whole Milk, Large","Iced Caramel Mocha, w/ Whole Milk w/out Whipped Cream, Large, 22 fl oz cup",300,43,10,9,0,0,190,43
Jamba Juice,Entrees,"Mango Peach Topper, Twelve","Mango Peach Topper, Parfait, Twelve",320,64,4.5,9,6,0,85,42
Dairy Queen,Desserts,"Brownie Batter Blizzard, Mini","Brownie Batter Blizzard, Mini",390,55,15,9,1,0.5,220,42
Jamba Juice,Entrees,"Berry Topper, Twelve","Berry Topper, Parfait, Twelve",300,60,4.5,9,7,0,80,41
Starbucks,Beverages,"Tazo Green Tea Latte w/ Soy, Tall","Tazo Green Tea Latte w/ Sweetened Matcha Green Tea & Soy, Tazo Teas, Tall, 12 fl oz",260,45,4.5,9,2,0,0,41
Panera Bread,Beverages,Caramel Latte w/ 2% Milk,"Caramel Latte w/ 2% Milk, 369 g",410,59,19,9,0,0.5,190,41
Starbucks,Beverages,"Iced White Chocolate Mocha w/ Nonfat Milk & Whipped Cream, Tall","Iced White Chocolate Mocha w/ Milk & White Chocolate Flavored Sauce, Nonfat Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",320,44,12,9,0,0,0,41
Jason's Deli,Baked Goods,Morning Glory Muffin,"Morning Glory Muffin, Breakfast",590,72,30,9,4,0,400,40
Baskin Robbins,Desserts,"Strawberry 'n Almonds Soft Serve Parfait, Mini","Strawberry 'n Almonds Soft Serve Parfait, Mini",300,43,11,9,2,0,140,40
Dairy Queen,Desserts,"Turtle Brownie Blizzard, Mini","Turtle Brownie Blizzard, Mini",390,53,17,9,1,0.5,220,40
Dairy Queen,Desserts,"Georgia Mud Fudge Blizzard, Mini","Georgia Mud Fudge Blizzard, Mini",400,52,19,9,1,0.5,230,40
El Pollo Loco,Baked Goods,"Sweet Corn Cake, Large","Sweet Corn Cake, Large",670,97,27,9,4,0,970,39
Culver's,Toppings & Ingredients,"Reese's Peanut Butter Cups, Ground, for Tall Reese's Concrete Mixer","Reese's Peanut Butter Cups, Ground, for Tall Reese's Concrete Mixer",450,48,25.8,9,3,0,264,39
Starbucks,Beverages,"Tazo Awake Tea Latte w/ Nonfat Milk, Venti","Tazo Awake Tea Latte w/ Nonfat Milk, Tazo Teas, Venti, 20 fl oz",190,39,0,9,0,0,0,39
Starbucks,Beverages,"Tazo Vanilla Rooibos Tea Latte w/ Nonfat Milk, Venti","Tazo Vanilla Rooibos Tea Latte w/ Syrup & Nonfat Milk, Tazo Teas, Venti, 20 fl oz",190,39,0,9,0,0,0,39
Panera Bread,Baked Goods,Orange Scone,Orange Scone,540,81,20,9,3,0.5,810,38
Starbucks,Beverages,"Cinnamon Dolce Latte w/ Soy, Grande","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings & Soy w/out Whipped Cream, Espresso Beverages, Grande, 16 fl oz",260,44,5,9,1,0,0,38
Starbucks,Beverages,"Flavored Steamed Milk w/ Soy & Whipped Cream, Grande","Flavored Steamed Milk w/ Soy & Whipped Cream, Kids' Drinks & Others, Grande, 16 fl oz",320,43,12,9,1,0,0,38
McDonald's,Beverages,"McCafe Caramel Mocha w/ Nonfat Milk & Whipped Cream, Medium","McCafe Caramel Mocha w/ Nonfat Milk & Whipped Cream, Medium, 16 fl oz cup",240,41,4,9,0,0,200,38
McDonald's,Beverages,"McCafe Caramel Hot Chocolate w/ Nonfat Milk & Whipped Cream, Small","McCafe Caramel Hot Chocolate w/ Nonfat Milk & Whipped Cream, Small, 12 fl oz cup",240,41,4,9,0,0,190,38
Starbucks,Beverages,"Tazo Awake Tea Latte w/ 2% Milk, Venti","Tazo Awake Tea Latte w/ 2% Milk, Tazo Teas, Venti, 20 fl oz",230,38,5,9,0,0,0,38
Starbucks,Beverages,"Tazo Vanilla Rooibos Tea Latte w/ 2% Milk, Venti","Tazo Vanilla Rooibos Tea Latte w/ Syrup & 2% Milk, Tazo Teas, Venti, 20 fl oz",230,38,5,9,0,0,0,38
McDonald's,Beverages,"McCafe Caramel Hot Chocolate w/ Nonfat Milk, Small","McCafe Caramel Hot Chocolate w/ Nonfat Milk w/out Whipped Cream, Small, 12 fl oz cup",190,38,0,9,0,0,180,37
Starbucks,Beverages,"Tazo Earl Grey Tea Latte w/ Nonfat Milk, Venti","Tazo Earl Grey Tea Latte w/ Vanilla Flavored Syrup & Nonfat Milk, Tazo Teas, Venti, 20 fl oz",180,37,0,9,0,0,0,37
Einstein Bros,Beverages,"Caramel Macchiato w/ 2% Milk, Regular","Caramel Macchiato w/ 2% Milk, Regular, 12 fl oz",250,42,7,9,2,0,117,36
Friendly's,Beverages,"Chocolate Milk, Small","Chocolate Milk, Small",250,47,3,9,1,0,140,36
Dairy Queen,Desserts,"Vanilla Cone, Medium","Vanilla Cone, Medium",330,53,10,9,0,0.5,140,36
Starbucks,Beverages,"Tazo Earl Grey Tea Latte w/ 2% Milk, Venti","Tazo Earl Grey Tea Latte w/ Vanilla Flavored Syrup & 2% Milk, Tazo Teas, Venti, 20 fl oz",230,36,5,9,0,0,0,36
Einstein Bros,Baked Goods,Banana Nut Muffin,Banana Nut Muffin,490,60,26,9,2,0,440,35
Starbucks,Beverages,"Flavored Latte w/ Soy, Grande","Flavored Latte w/ Syrup & Soy, Espresso Beverages, Grande, 16 fl oz",250,41,5,9,1,0,0,35
Starbucks,Beverages,"Vanilla Spice Latte w/ Soy, Grande","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice & Soy w/out Whipped Cream, Espresso Beverages, Grande, 16 fl oz",250,40,5,9,1,0,0,35
Bob Evans,Entrees,Strawberry Banana & Yogurt Crepe,"Strawberry Banana & Yogurt Crepe w/ Low Fat Strawberry Yogurt, Breakfast, 1 Each",375,54,14,9,5,0,275,34
Starbucks,Beverages,"Hot Chocolate w/ Soy & Whipped Cream, Tall","Hot Chocolate w/ Vanilla & Mocha Flavored Syrups, Soy & Whipped Cream, Chocolate Beverages, Tall, 12 fl oz",290,43,12,9,3,0,0,34
Dairy Queen,Desserts,"Chocolate Cone, Medium","Chocolate Cone, Medium",340,54,10,9,0,0,160,34
McDonald's,Beverages,"McCafe Iced Nonfat Caramel Mocha w/ Whipped Cream, Medium","McCafe Iced Nonfat Caramel Mocha w/ Whipped Cream, Medium, 16 fl oz cup",240,37,6,9,0,0,190,34
McDonald's,Beverages,"McCafe Peppermint Hot Chocolate w/ Nonfat Milk, Small","McCafe Peppermint Hot Chocolate w/ Nonfat Milk, Small, 12 fl oz cup",220,37,4,9,0,0,160,34
Panera Bread,Beverages,"Vanilla Latte w/ 2% Milk, Regular","Vanilla Latte w/ 2% Milk, Regular, 340 g",230,36,5,9,0,0,115,34
Starbucks,Beverages,"Hot Chocolate w/ Soy, Tall","Hot Chocolate w/ Vanilla & Mocha Flavored Syrups, Soy w/out Whipped Cream, Chocolate Beverages, Tall, 12 fl oz",230,40,6,9,2,0,0,32
Starbucks,Beverages,"Caramel Macchiato w/ Soy, Grande","Caramel Macchiato w/ Soy, Espresso Beverages, Grande, 16 fl oz",240,38,5,9,1,0,0,32
Starbucks,Beverages,"Iced Caffe Mocha w/ Soy & Whipped Cream, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce, Soy & Whipped Cream, Espresso Beverages, Grande, 16 fl oz",320,42,16,9,3,0,0,31
Panera Bread,Baked Goods,Cinnamon Crunch Bagel,Cinnamon Crunch Bagel,420,81,6,9,2,0,430,31
Denny's,Desserts,New York Style Cheesecake,"New York Style Cheesecake, Desserts",510,43,34,9,1,1,370,31
Starbucks,Beverages,"Iced Caramel Macchiato w/ Whole Milk, Grande","Iced Caramel Macchiato w/ Vanilla Flavored Syrup, Caramel Sauce & Whole Milk, Espresso Beverages, Grande, 16 fl oz",260,34,10,9,0,0,0,31
Starbucks,Beverages,"Cinnamon Dolce Latte w/ Nonfat Milk & Whipped Cream, Tall","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings, Nonfat Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",220,33,6,9,0,0,0,31
Starbucks,Beverages,"Cinnamon Dolce Latte w/ Whole Milk & Whipped Cream, Tall","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings, Whole Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",290,32,14,9,0,0,0,31
Starbucks,Beverages,"Cinnamon Dolce Latte w/ 2% Milk & Whipped Cream, Tall","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings, 2% Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",270,32,11,9,0,0,0,31
Panera Bread,Entrees,Strawberry Granola Parfait,Strawberry Granola Parfait,310,43,11,9,3,0,100,30
Starbucks,Beverages,"Iced Caffe Mocha w/ Whipped Cream & 2% Milk, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce, 2% Milk & Whipped Cream Espresso Beverages, Grande, 16 fl oz",320,40,17,9,2,0,100,30
Starbucks,Beverages,"Iced Caffe Mocha w/ Whole Milk & Whipped Crema, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce, Whole Milk & Whipped Cream, Espresso Beverages, Grande, 16 fl oz",330,39,19,9,2,0,0,30
Steak 'N Shake,Beverages,Chocolate Milk,"Chocolate Milk, 12 fl oz",240,38,6,9,2,0,210,30
Tim Hortons,Beverages,"Mocha Latte, Medium","Mocha Latte, Medium, 15 oz",230,32,7,9,0,0,200,30
McDonald's,Beverages,"McCafe Iced Nonfat Caramel Mocha, Medium","McCafe Iced Nonfat Caramel Mocha w/out Whipped Cream, Medium, 16 fl oz cup",170,32,0,9,0,0,170,30
Starbucks,Beverages,"Cinnamon Dolce Latte w/ Nonfat Milk, Tall","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings & Nonfat Milk w/out Whipped Cream, Espresso Beverages, Tall, 12 fl oz",160,31,0,9,0,0,0,30
Steak 'N Shake,Appetizers & Sides,Baked Beans,Baked Beans,290,62,1,9,8,0,970,29
Jason's Deli,Salads,Nutty Mixed Up Salad,"Nutty Mixed Up Salad w/out Chicken or Dressing, Entree Salads",310,47,12,9,5,0,380,29
Whataburger,Salads,Apple & Cranberry Salad,"Apple & Cranberry Salad w/out Dressing; Choice of Dressing: Honey Pepper Vinaigrette, Ranch, Fat Free Ranch, Creamy Pepper, Low Fat Vinaigrette, Thousand Island or Honey Mustard",270,37,9,9,3,0,200,29
Starbucks,Beverages,"Vanilla Spice Latte w/ Nonfat Milk & Whipped Cream, Tall","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice, Nonfat Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",210,30,6,9,0,0,0,29
Starbucks,Beverages,"Cinnamon Dolce Latte w/ 2% Milk, Tall","Cinnamon Dolce Latte w/ Cinnamon Dolce Flavored Syrup, Cinnamon Dolce Toppings & 2% Milk w/out Whipped Cream, Espresso Beverages, Tall, 12 fl oz",200,30,5,9,0,0,0,29
Starbucks,Beverages,"Caffe Mocha w/ Soy & Whipped Cream, Tall","Caffe Mocha w/ Bittersweet Mocha Sauce, Soy & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",260,37,11,9,2,0,0,28
Starbucks,Beverages,"Iced Caffe Mocha w/ Nonfat Milk, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce & Nonfat Milk w/out Whipped Cream, Espresso Beverages, Grande, 16 fl oz",170,37,2.5,9,2,0,0,28
Starbucks,Beverages,"Iced Caffe Mocha w/ Whole Milk, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce & Whole Milk w/out Whipped Cream, Espresso Beverages, Grande, 16 fl oz",220,36,8,9,2,0,0,28
Starbucks,Beverages,"Iced Caffe Mocha w/ 2% Milk, Grande","Iced Caffe Mocha w/ Bittersweet Mocha Sauce & 2% Milk w/out Whipped Cream, Espresso Beverages, Grande, 16 fl oz",200,36,6,9,2,0,0,28
Dairy Queen,Desserts,"Sundae, Peanut Butter, Small","Sundae, Peanut Butter, Small",390,39,22,9,1,0,260,28
Denny's,Beverages,"Chocolate Milk, Small","Chocolate Milk, Small, 10 oz",180,30,3,9,1,0,178,28
Starbucks,Beverages,"Vanilla Spice Latte w/ Whole Milk & Whipped Cream, Tall","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice, Whole Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",280,30,14,9,0,0,0,28
Starbucks,Beverages,"Vanilla Spice Latte w/ 2% Milk & Whipped Cream, Tall","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice, 2% Milk & Whipped Cream, Espresso Beverages, Tall, 12 fl oz",260,30,11,9,0,0,0,28
Starbucks,Beverages,"Flavored Steamed Milk w/ Whole Milk & Whipped Cream, Tall","Flavored Steamed Milk w/ Whole Milk & Whipped Cream, Kids' Drinks & Others, Tall, 12 fl oz",290,29,15,9,0,0,0,28
Starbucks,Beverages,"Caffe Mocha w/ Soy, Tall","Caffe Mocha w/ Bittersweet Mocha Sauce & Soy w/out Whipped Cream, Espresso Beverages, Tall, 12 fl oz",200,35,5,9,2,0,0,27
Starbucks,Beverages,"Flavored Latte w/ Whole Milk, Tall","Flavored Latte w/ Syrup & Whole Milk, Espresso Beverages, Tall, 12 fl oz",220,28,9,9,0,0,0,27
Starbucks,Beverages,"Flavored Latte w/ 2% Milk, Tall","Flavored Latte w/ Syrup & 2% Milk, Espresso Beverages, Tall, 12 fl oz",200,28,5,9,0,0,0,27
Starbucks,Beverages,"Vanilla Spice Latte w/ 2% Milk, Tall","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice & 2% Milk w/out Whipped Cream, Espresso Beverages, Tall, 12 fl oz",190,28,5,9,0,0,0,27
Starbucks,Beverages,"Flavored Latte w/ Nonfat Milk, Tall","Flavored Latte w/ Syrup & Nonfat Milk, Espresso Beverages, Tall, 12 fl oz",150,28,0,9,0,0,0,27
Starbucks,Beverages,"Vanilla Spice Latte w/ Nonfat Milk, Tall","Vanilla Spice Latte w/ Rich Vanilla, Cardamom, Spice & Nonfat Milk w/out Whipped Cream, Espresso Beverages, Tall, 12 fl oz",150,28,0,9,0,0,0,27
Jamba Juice,Entrees,Fresh Banana Oatmeal,Fresh Banana Oatmeal,280,58,4,9,6,0,20,23
McDonald's,Beverages,Fat Free Chocolate Milk Jug,"Fat Free Chocolate Milk Jug, 236 ml",130,23,0,9,0,0,135,22
IHOP,Entrees,"Funny Face, Buttermilk Pancake Version, Kids","Funny Face, Buttermilk Pancake Version, Kids",450,58,20,9,3,1,1030,21
Einstein Bros,Salads,"Strawberry Chicken Salad, Half","Strawberry Chicken Salad, Half, Chopped Salads",240,26,12,9,3,0,220,21
IHOP,Entrees,Simple & Fit Super Fruit Oatmeal w/ Almonds & Walnuts,"Simple & Fit Super Fruit Oatmeal w/ Almonds & Walnuts, Oatmeal",330,53,12,9,7,0,10,20
Sonic,Appetizers & Sides,"Onion Rings, Large","Onion Rings, Large",640,80,31,9,4,0.5,630,20
Panera Bread,Baked Goods,Cinnamon Crunch Bagel,Cinnamon Crunch Bagel w/out Cinnamon Sugar,370,67,6,9,2,0,430,18
Starbucks,Beverages,"Caffe Latte w/ Soy, Grande","Caffe Latte w/ Soy, Espresso Beverages, Grande, 16 fl oz",170,23,4.5,9,1,0,0,17
Carl's Jr.,Entrees,French Toast Dips,"French Toast Dips w/out Syrup, 5 Pieces",460,60,21,9,3,0,570,16
Panera Bread,Baked Goods,French Toast Bagel,French Toast Bagel,340,67,4,9,2,0,620,15
Starbucks,Beverages,"Cappuccino w/ Soy, Venti","Cappuccino w/ Soy, Espresso Beverages, Venti, 20 fl oz",160,20,4.5,9,1,0,0,15
Dunkin' Donuts,Beverages,"Iced Caramel Latte Lite, Medium","Iced Caramel Latte Lite w/ Skim Milk, Medium, 24 fl oz",120,19,0,9,0,0,135,15
Dunkin' Donuts,Beverages,"Caramel Latte Lite, Medium","Caramel Latte Lite w/ Splenda & Skim Milk, Medium, 16 fl oz",120,18,0,9,0,0,125,15
Denny's,Soup,"Broccoli & Cheddar Soup, Bowl","Broccoli & Cheddar Soup, Bowl",370,48,16,9,7,0,1650,14
Hardee's,Entrees,3 Pancakes,3 Pancakes,310,56,5,9,2,0,620,14
Tim Hortons,Beverages,"Cappuccino, Medium","Cappuccino, Medium, 14 oz",100,15,0,9,0,0,150,14
Einstein Bros,Beverages,"Iced Sugar Free Vanilla Hazelnut Latte, Medium","Iced Sugar Free Vanilla Hazelnut Latte w/ 2% Milk, Medium, 16 fl oz",140,14,6,9,0,0,160,14
Einstein Bros,Beverages,"Iced Sugar Free Vanilla Latte, Medium","Iced Sugar Free Vanilla Latte w/ 2% Milk, Medium, 16 fl oz",140,14,6,9,0,0,160,14
Einstein Bros,Beverages,"Sugar Free Vanilla Latte w/ 2% Milk, Medium","Sugar Free Vanilla Latte w/ 2% Milk, Medium, 16 fl oz",220,14,6,9,0,0,150,14
Tim Hortons,Beverages,"Hot Tea Latte, Large","Hot Tea Latte, Large, 20 oz",100,14,0,9,0,0,150,14
Einstein Bros,Beverages,"Iced Latte w/ 2% Milk, Medium","Iced Latte w/ 2% Milk, Medium, 16 fl oz",140,14,6,9,0,0,140,14
Friendly's,Beverages,"1% Milk, Small","1% Milk, Small",120,14,3,9,0,0,120,14
Starbucks,Beverages,"Flavored Steamed Milk w/ Whole Milk, Tall","Flavored Steamed Milk w/ Whole Milk w/out Whipped Cream, Kids' Drinks & Others, Tall, 12 fl oz",180,14,9,9,0,0,0,14
Bob Evans,Entrees,"Spaghetti w/ Marinara Sauce, Kids","Spaghetti w/ Marinara Sauce, Kids",283,47,7,9,3,0,535,13
Golden Corral,Entrees,"French Toast, Plain","French Toast, Plain, Breakfast Buffet",200,29,6,9,1,0,190,13
McDonald's,Beverages,"Nonfat Latte w/ Sugar Free Vanilla Syrup, Medium","Nonfat Latte w/ Sugar Free Vanilla Syrup, Medium, 16 fl oz cup",90,22,0,9,0,0,160,13
Starbucks,Beverages,"Skinny Cinnamon Dolce Latte w/ 2% Milk, Tall","Skinny Cinnamon Dolce Latte w/ Sugar Free Cinnamon Dolce Syrup, Cinnamon Dolce Topping & 2% Milk, Espresso Beverages, Tall, 12 fl oz",140,14,5,9,0,0,0,13
Starbucks,Beverages,"Skinny Flavored Latte w/ 2% Milk, Tall","Iced Skinny Flavored Latte w/ Sugar-Free Syrup & 2% Milk, Espresso Beverages, Tall, 12 fl oz",140,14,5,9,0,0,0,13
Starbucks,Beverages,"Skinny Cinnamon Dolce Latte w/ Nonfat Milk, Tall","Skinny Cinnamon Dolce Latte w/ Sugar Free Cinnamon Dolce Syrup, Cinnamon Dolce Topping & Nonfat Milk, Espresso Beverages, Tall, 12 fl oz",100,14,0,9,0,0,0,13
Starbucks,Beverages,"Skinny Flavored Latte w/ Nonfat Milk, Tall","Iced Skinny Flavored Latte w/ Sugar-Free Syrup & Nonfat Milk, Espresso Beverages, Tall, 12 fl oz",100,14,0,9,0,0,0,13
McDonald's,Beverages,"Nonfat Cappuccino, Large","Nonfat Cappuccino, Large, 20 fl oz cup",90,13,0,9,0,0,130,13
McDonald's,Beverages,"McCafe Latte, Medium","McCafe Latte, Medium, 16 fl oz cup",170,13,9,9,0,0,125,13
McDonald's,Beverages,"McCafe Latte w/ Nonfat Milk, Small","McCafe Latte w/ Nonfat Milk, Small, 12 fl oz cup",90,13,0,9,0,0,115,13
Starbucks,Beverages,"Caffe Misto w/ Whole Milk, Venti","Caffe Misto w/ Whole Milk, Brewed Coffee, Venti, 20 fl oz",160,13,9,9,0,0,0,13
Starbucks,Beverages,"Caffe Misto w/ 2% Milk, Venti","Caffe Misto w/ 2% Milk, Brewed Coffee, Venti, 20 fl oz",130,13,5,9,0,0,0,13
Starbucks,Beverages,"Caffe Misto w/ Nonfat Milk, Venti","Caffe Misto w/ Nonfat Milk, Brewed Coffee, Venti, 20 fl oz",90,13,0,9,0,0,0,13
Einstein Bros,Baked Goods,Cinnamon Sugar Bagel,"Cinnamon Sugar Bagel, Signature Bagels, 1 Bagel",290,63,2.5,9,2,0.5,480,12
Einstein Bros,Baked Goods,Cranberry Bagel,"Cranberry Bagel, Signature Bagels, 1 Bagel",270,60,1,9,2,0,420,12
Panera Bread,Beverages,"Vanilla Latte w/ Sugar Free Vanilla Syrup & Skim Milk, Regular","Vanilla Latte w/ Sugar Free Vanilla Syrup & Fat Free Skim Milk, Regular, 340 g",100,14,0,9,0,0,120,12
Whataburger,Beverages,"Milk, Low Fat, 1%","Milk, Low Fat, 1%, 236 g",110,13,3,9,0,0,130,12
Burger King,Beverages,"Fat Free Milk, 8 fl oz","Fat Free Milk, 8 fl oz, Kids & Adults Menu",90,13,0,9,0,0,125,12
Zaxby's,Beverages,Lowfat Milk,"Lowfat Milk, 227 g, Kids & Adults Menu",110,12,2.5,9,0,0,130,12
Jack in the Box,Beverages,Reduced Fat Milk Chug 2%,"Reduced Fat Milk Chug, 2%",118,12,5,9,0,0,120,12
El Pollo Loco,Beverages,"Milk, 2%, Kids","Milk, 2%, Kids, 8 oz",120,12,4.5,9,0,0,115,12
Pizza Hut,Appetizers & Sides,"Spicy BBQ, Crispy Bone In Wings, 2 Pieces","Spicy BBQ, Crispy Bone In Wings, 2 Pieces",240,19,14,9,1,0,950,11
Einstein Bros,Baked Goods,Chocolate Chip Bagel,"Chocolate Chip Bagel, Signature Bagels, 1 Bagel",290,58,2.5,9,3,0,430,10
Subway,Toppings & Ingredients,"6"" Honey Oat Bread","6"" Honey Oat Bread",260,48,3,9,5,0,330,9
Outback Steakhouse,Soup,"Creamy Onion Soup, Bowl","Creamy Onion Soup, Walkabout Soup of the Day, Bowl",486,25,37,9,2,0.3,845,9
Quiznos,Salads,"Lobster & Seafood Fresh Salad, Large","Lobster & Seafood Fresh Salad, Large",550,18,50,9,4,0,1280,8
Starbucks,Beverages,"Iced Skinny Mocha w/ Nonfat Milk, Grande","Iced Skinny Mocha w/ Bittersweet Skinny Mocha Sauce & Nonfat Milk, Grande, 16 fl oz",100,12,1.5,9,4,0,90,8
Tim Hortons,Baked Goods,Onion Bagel,Onion Bagel,260,53,1.5,9,3,0,460,8
Chipotle,Appetizers & Sides,Chips & Fresh Tomato Salsa,Chips & Fresh Tomato Salsa,590,77,27,9,8,0,890,7
Tim Hortons,Baked Goods,Poppy Seed Bagel,Poppy Seed Bagel,270,53,2,9,3,0,440,7
Tim Hortons,Baked Goods,Sesame Seed Bagel,Sesame Seed Bagel,270,53,2.5,9,3,0,430,7
Panera Bread,Soup,Baked Potato,Baked Potato,350,33,21,9,3,1,1180,7
Tim Hortons,Baked Goods,Plain Bagel,Plain Bagel,260,52,1.5,9,2,0,450,7
Denny's,Toppings & Ingredients,Cheddar Bun,"Cheddar Bun, for Build Your Own Burger",380,47,6,9,2,0,490,7
Pizza Hut,Appetizers & Sides,"Lemon Pepper, Crispy Bone In Wings, 2 Pieces","Lemon Pepper, Crispy Bone In Wings, 2 Pieces",270,16,19,9,1,0,640,7
Chipotle,Appetizers & Sides,Chips & Green Tomatillo Salsa,Chips & Green Tomatillo Salsa,585,76,27,9,9,0,650,6
El Pollo Loco,Appetizers & Sides,"Mashed Potatoes w/ Gravy, Large","Mashed Potatoes w/ Gravy, Large",430,83,7,9,6,0,2190,6
Jason's Deli,Soup,"Fire Roasted Tortilla, Bowl","Fire Roasted Tortilla, Bowl, Soups",320,35,16,9,5,0,1300,6
Denny's,Soup,"Loaded Baked Potato Soup, Bowl","Loaded Baked Potato Soup, Bowl",420,23,32,9,2,0,1710,6
Einstein Bros,Baked Goods,Challah Bagel,Challah Bagel,252,46,4,9,1,0,307,6
Tim Hortons,Soup,"Clam Chowder, Small","Clam Chowder, Small",190,23,7,9,1,0,680,6
Jason's Deli,Soup,"Broccoli Cheese Soup, Cup","Broccoli Cheese Soup, Cup, Soups",230,14,15,9,1,0,1020,6
Golden Corral,Appetizers & Sides,Creamed Chipped Beef,"Creamed Chipped Beef, Breakfast Buffet",160,10,9,9,0,1,570,6
Culver's,Soup,Bean w/ Ham Soup,Bean w/ Ham Soup,190,33,3,9,9,0,1262,5
Quiznos,Salads,"Lobster & Seafood Fresh Salad, Large","Lobster & Seafood Fresh Salad w/out Dressing, Large",130,15,5,9,4,0,620,5
O'Charley's,Salads,Classic Caesar Salad,Classic Caesar Salad,450,16,39,9,3,0,960,5
Starbucks,Baked Goods,Plain Bagel,"Plain Bagel, Bakery; Choice of Adding Cream Cheese: Plain Cream Cheese Spread or Reduced Fat Cream Cheese",280,59,1,9,2,0,490,5
Einstein Bros,Baked Goods,Onion Bagel,"Onion Bagel, Signature Bagels, 1 Bagel",270,59,1,9,2,0,460,5
Einstein Bros,Baked Goods,Everything Bagel,"Everything Bagel, Classic Bagels, 1 Bagel",270,56,2,9,2,0,620,5
Einstein Bros,Baked Goods,Poppy Bagel,"Poppy Bagel, Signature Bagels, 1 Bagel",280,56,3,9,2,0,460,5
Einstein Bros,Baked Goods,Garlic Bagel,"Garlic Bagel, Signature Bagels, 1 Bagel",270,56,2.5,9,2,0,460,5
Einstein Bros,Baked Goods,Plain Bagel,"Plain Bagel, Classic Bagels, 1 Bagel",260,56,1,9,2,0,460,5
Papa John's,Baked Goods,Garlic Parmesan Breadsticks,Garlic Parmesan Breadsticks,340,54,10,9,2,0,720,5
Subway,Toppings & Ingredients,"6"" Italian Herbs & Cheese Bread",6'' Italian Herbs & Cheese Bread,250,40,5,9,2,0,490,5
Jason's Deli,Soup,Vegetarian French Onion Bowl,"Vegetarian French Onion Bowl w/ Bread & Cheese, Soups",440,31,32,9,2,0,1280,5
Denny's,Entrees,Golden-Fried Shrimp,"Golden-Fried Shrimp, Dinner Sides",190,20,8,9,2,0,750,5
Panda Express,Entrees,Potato Chicken,"Potato Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving",190,19,9,9,2,0,820,5
Tim Hortons,Baked Goods,Cheese Tea Biscuit,Cheese Tea Biscuit,290,36,14,9,1,0,660,5
Tim Hortons,Sandwiches,Ham & Cheese Tea Biscuit,Ham & Cheese Tea Biscuit,290,34,13,9,1,0,690,5
Pizza Hut,Pizza,"=""Ham & Pineapple Garlic Parmesan, 12"" Medium Hand-Tossed Style Pizza""","=""Ham & Pineapple Garlic Parmesan, 12"" Medium Hand-Tossed Style Pizza""",210,28,6,9,1,0,570,5
Pizza Hut,Pizza,"=""Ham & Pineapple, 12"" Medium Hand-Tossed Style Pizza""","=""Ham & Pineapple, 12"" Medium Hand-Tossed Style Pizza""",200,27,6,9,1,0,550,5
Golden Corral,Sandwiches,Mini Buffalo Chicken Sandwich,"Mini Buffalo Chicken Sandwich, Hot Buffet",210,20,10,9,1,1,630,5
Culver's,Soup,Chicken & Dumpling Soup,Chicken & Dumpling Soup,300,19,22,9,1,3,1248,5
Golden Corral,Sandwiches,Mini Chicken Sandwich,Mini Chicken Sandwich,200,19,10,9,1,1,460,5
Outback Steakhouse,Soup,"Chicken Tortilla Soup, Cup","Chicken Tortilla Soup, Walkabout Soup of the Day, Cup",184,16,10,9,8,0,764,4
Checker's Drive-In/Rallys,Fried Potatoes,"Cheese Chili Cheese Fries, Medium","Cheese Chili Cheese Fries, Medium",530,54,31,9,7,2.5,1580,4
Einstein Bros,Baked Goods,Pumpernickel Bagel,"Pumpernickel Bagel, Classic Bagels, 1 Bagel",240,53,1.5,9,3,0,490,4
Outback Steakhouse,Soup,"Potato Soup, Bowl","Potato Soup, Walkabout Soup of the Day, Bowl",486,38,33,9,3,0,1213,4
